121.47902,31.232151
121.415621,31.137029
121.764128,31.041625
121.485531,31.4045
121.480269,31.294842
121.676559,31.283008
121.411264,31.207736
121.385724,31.320759
121.344951,30.734614
121.687604,31.189268
121.936902,30.890282
121.533968,31.211057
121.439838,31.179519
121.354589,31.216194
121.24657,31.059857
121.323,31.116883
121.35895,31.212864
121.452682,31.127087
121.339053,31.253259
121.722587,31.365392
121.4382,31.189683
121.501931,31.256193
121.28625,30.80653
121.456328,31.319043
121.346293,30.710369
121.356154,31.100381
121.548231,31.164456
121.478419,31.233485
121.411939,31.15055
121.460257,31.123977
121.20004,31.033243
121.347118,31.037793
121.421954,31.194899
121.466527,31.242637
121.581389,31.111394
121.494227,31.288035
121.101395,31.128399
121.744622,31.170272
121.513713,31.300912
121.205517,31.095314
121.473701,31.230416
121.249009,31.032852
121.56393,31.26093
121.221083,31.037549
121.469306,31.205054
121.33032,31.134278
121.436744,31.142611
121.46676,31.62307
121.473176,31.234467
121.474798,31.253629
121.481283,31.233964
121.464635,31.192029
121.478609,30.90756
121.435833,31.115555
121.758389,31.124685
121.772322,31.04388
121.432459,30.992592
121.368797,31.106299
121.440719,31.181448
121.394878,31.153581
121.333193,31.129582
121.438547,30.962762
121.4895,31.209969
121.745664,31.051861
121.455,31.338644
121.480117,31.340495
121.393885,31.626521
121.453343,31.178483
121.411589,31.10486
121.262646,31.188688
121.430781,31.345611
121.517868,31.202905
121.542658,31.36441
121.44822,31.25427
121.306857,31.149838
121.412551,31.643144
121.347025,31.387385
121.46098,31.203498
121.445922,31.199452
121.495346,31.222458
121.442594,31.192663
121.756606,31.043998
121.42961,31.41385
121.386042,31.142261
121.374059,31.109208
121.539343,31.294091
121.527427,31.264224
121.387398,31.625089
121.501189,31.336266
121.444535,30.914403
121.493547,31.247184
121.374996,31.102774
121.355658,31.41779
121.501583,31.261637
121.426094,31.180201
121.2766,31.38051
121.408939,31.232804
121.42163,31.22958
121.633078,31.197122
121.249009,31.032852
121.378085,31.258787
121.549729,31.233043
121.501209,31.393618
121.429945,30.985582
121.451434,31.282524
121.323244,31.155767
121.225497,31.007331
121.478922,31.299878
121.513252,31.296141
121.450881,31.138787
121.428999,31.406694
121.430472,31.188136
121.435739,31.185687
121.202517,31.012769
121.240674,31.013322
121.405412,31.096708
121.219215,31.315113
121.345195,30.725832
121.474762,31.207362
121.498366,31.171726
121.347242,31.144995
121.454498,31.153223
121.34246,30.731855
121.494916,31.171904
121.419931,31.201751
121.43558,31.189335
121.570822,31.107017
121.282289,31.471126
121.431961,31.015497
121.338853,30.715032
121.542225,31.145791
121.286863,31.113886
121.613022,31.255257
121.498049,31.389263
121.53406,31.291499
121.546057,31.243007
121.378475,31.260663
121.400365,31.076924
121.39849,31.29972
121.575043,31.345288
121.21145,31.029908
121.221083,31.037549
121.47905,31.403773
121.528129,31.064842
121.473555,31.251957
121.534398,31.182636
121.218763,31.033832
121.416413,31.021903
121.353187,31.279926
121.44958,31.271297
121.426848,31.263622
121.498506,31.145532
121.580954,31.351649
121.2571,31.399512
121.40637,31.220809
121.44348,31.182379
121.4964,31.21423
121.52319,31.28078
121.601533,31.260947
121.404709,31.137788
121.509216,31.260119
121.422466,31.201837
121.320302,31.242608
121.396581,31.619922
121.51965,31.16838
121.334583,30.728439
121.466972,31.2663
121.468371,31.244137
121.489514,31.173363
121.232181,31.244061
121.412477,31.22865
121.432278,31.227017
121.051544,31.075188
121.423846,31.348529
121.284588,31.069462
121.473701,31.230416
121.45132,30.911358
121.450096,31.372013
121.601582,31.274577
121.431077,31.363023
121.766362,31.045677
121.774527,31.052723
121.445186,30.994717
121.065138,31.109388
121.749697,31.142997
121.471621,31.199379
121.330278,31.287133
121.49099,31.161977
121.407864,31.070273
121.335511,30.72857
121.564922,30.980823
121.44403,31.338549
121.745863,31.051129
121.470347,31.287556
121.579115,31.344567
121.582075,31.244624
121.270197,31.090411
121.535599,31.226296
121.48934,31.247847
121.473701,31.230416
121.74671,31.05089
121.411679,31.151845
121.460182,31.275787
121.244033,31.061709
121.421954,31.194899
121.319,30.725233
121.74264,31.03022
121.417144,31.235444
121.452196,31.326633
121.402254,31.272381
121.383096,31.283297
121.452387,30.915846
121.416743,31.17503
121.44909,31.270214
121.364621,31.180493
121.528889,31.256658
121.40861,31.620823
121.417429,31.171634
121.334598,30.728896
121.49047,31.30772
121.158207,31.327805
121.48902,30.915675
121.34287,31.158866
121.379206,31.188946
121.512429,31.146199
121.153509,31.297867
121.395327,31.099931
121.247389,31.380818
121.471032,31.213824
121.451606,31.335971
121.39787,31.09298
121.457546,30.911758
121.242121,31.014444
121.61451,31.53676
121.494021,31.262798
121.467182,31.262677
121.465338,31.286147
121.57205,31.127616
121.497593,31.155858
121.43586,31.329225
121.580709,31.344191
121.537919,31.316608
121.598194,31.266571
121.74726,31.050884
121.239556,31.019182
121.534712,31.066499
121.249009,31.032852
121.611884,31.140758
121.377343,31.097655
121.491622,31.263822
121.447234,31.306986
121.192133,31.043485
121.239544,31.019323
121.42822,31.287829
121.432556,31.013736
121.585063,30.920859
121.32111,31.063309
121.51141,31.278505
121.528525,31.318313
121.224645,31.006755
121.48829,31.410246
121.48243,31.233621
121.446668,31.241603
121.531012,31.242078
121.163616,31.301535
121.342931,31.255858
121.412142,31.229073
121.334931,30.728884
121.46664,30.91112
121.371426,30.997514
121.36424,31.11249
121.360971,31.213562
121.38046,31.200594
121.488666,31.215177
121.515143,31.138485
121.40294,31.34815
121.225369,31.007313
121.13926,31.150677
121.752358,31.039744
121.529646,31.058032
121.408081,31.042556
121.38302,31.152232
121.484554,31.347248
121.387318,31.210915
121.437246,31.131977
121.307861,31.285321
121.573074,31.149483
121.462146,31.227865
121.402193,31.621129
121.477976,31.252708
121.478419,31.233485
121.51136,30.82984
121.545172,31.23675
121.509266,31.191275
121.120138,31.151175
121.34197,30.741991
121.35464,30.729018
121.250849,31.39897
121.192228,31.048344
121.544829,31.269511
121.38488,31.13136
121.486418,31.341971
121.455726,30.900494
121.393394,31.097912
121.363553,31.206331
121.39228,31.321441
121.475809,31.100997
121.450371,31.340328
121.416211,31.286787
121.563889,31.260122
121.575658,31.291632
121.429388,31.289223
121.542713,31.311621
121.429236,31.013106
121.342439,30.731924
121.440758,31.054352
121.534166,31.32523
121.431497,30.990797
121.506998,31.155874
121.494414,31.146663
121.692378,31.189987
121.403193,31.12145
121.673044,31.393156
121.51714,31.22908
121.587517,31.271295
121.473701,31.230416
121.43812,31.327084
121.266662,31.385676
121.422718,31.032883
121.452862,31.132371
121.433891,31.099363
121.482991,31.406657
121.524827,31.223131
121.41942,31.158348
121.45772,30.911773
121.15188,31.3094
121.403392,31.257768
121.692503,31.190039
121.419922,31.121149
121.459583,31.332831
121.455986,30.900836
121.686931,31.1923
121.523393,31.17577
121.33574,31.132536
121.234068,31.033351
121.317522,31.153567
121.3523,31.151664
121.596776,31.284294
121.348678,31.159825
121.74646,31.05103
121.260059,31.397354
121.396162,31.623954
121.474461,31.294658
121.294222,31.273334
121.210491,31.033438
121.307746,31.290372
121.147422,31.073694
121.752106,31.041491
121.499458,31.389866
121.242618,30.890508
121.285736,31.289732
121.539495,31.04409
121.47475,31.04249
121.380831,31.217818
121.407617,31.325991
121.457414,31.246269
121.153997,31.295964
121.426336,31.004189
121.377878,31.104119
121.224953,31.00686
121.46597,31.23926
121.689282,31.197805
121.76813,31.047521
121.377253,31.097719
121.39296,31.098668
121.338341,31.092959
121.753921,31.176396
121.418757,31.005215
121.402997,31.005917
121.447254,31.242186
121.51682,31.280164
121.52939,31.2755
121.479744,31.340376
121.467958,30.909074
121.373686,31.188071
121.320506,31.345602
121.348587,31.169414
121.751134,31.047705
